file_name,branch,attack_family_from_path,attack_subtype_from_path,label_column,label_value,sample_count
BenignTraffic.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic,Label,NeedManualLabel,30000
BenignTraffic1.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic1,Label,NeedManualLabel,30000
BenignTraffic2.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic2,Label,NeedManualLabel,30000
BenignTraffic3.pcap_Flow.csv,Flow-Based,Benign,BenignTraffic3,Label,NeedManualLabel,30000
DictionaryBruteForce.pcap_Flow.csv,Flow-Based,Brute Force,DictionaryBruteForce,Label,NeedManualLabel,3619
DDoS-ACK_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation1.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation1,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation10.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation10,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation11.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation11,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation12.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation12,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation2.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation2,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation3.pcap_Flow (1).csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation3.pcap-Flow-(1),Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation3.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation3,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation4.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation4,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation5.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation5,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation6.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation6,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation7.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation7,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation8,Label,NeedManualLabel,30000
DDoS-ACK_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation9,Label,NeedManualLabel,30000
DDoS-ICMP_Flood.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood,Label,NeedManualLabel,10415
DDoS-ICMP_Flood1.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood1,Label,NeedManualLabel,8263
DDoS-ICMP_Flood10.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood10,Label,NeedManualLabel,7558
DDoS-ICMP_Flood11.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood11,Label,NeedManualLabel,8312
DDoS-ICMP_Flood12.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood12,Label,NeedManualLabel,7204
DDoS-ICMP_Flood13.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood13,Label,NeedManualLabel,5552
DDoS-ICMP_Flood14.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood14,Label,NeedManualLabel,6572
DDoS-ICMP_Flood15.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood15,Label,NeedManualLabel,10323
DDoS-ICMP_Flood16.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood16,Label,NeedManualLabel,10270
DDoS-ICMP_Flood17.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood17,Label,NeedManualLabel,4643
DDoS-ICMP_Flood18.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood18,Label,NeedManualLabel,4062
DDoS-ICMP_Flood19.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood19,Label,NeedManualLabel,8121
DDoS-ICMP_Flood2.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood2,Label,NeedManualLabel,10958
DDoS-ICMP_Flood20.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood20,Label,NeedManualLabel,7322
DDoS-ICMP_Flood21.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood21,Label,NeedManualLabel,7293
DDoS-ICMP_Flood22.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood22,Label,NeedManualLabel,5993
DDoS-ICMP_Flood23.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood23,Label,NeedManualLabel,5193
DDoS-ICMP_Flood24.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood24,Label,NeedManualLabel,6055
DDoS-ICMP_Flood25.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood25,Label,NeedManualLabel,9442
DDoS-ICMP_Flood26.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood26,Label,NeedManualLabel,5432
DDoS-ICMP_Flood3.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood3,Label,NeedManualLabel,7845
DDoS-ICMP_Flood4.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood4,Label,NeedManualLabel,16190
DDoS-ICMP_Flood5.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood5,Label,NeedManualLabel,7840
DDoS-ICMP_Flood6.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood6,Label,NeedManualLabel,4783
DDoS-ICMP_Flood7.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood7,Label,NeedManualLabel,3244
DDoS-ICMP_Flood8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood8,Label,NeedManualLabel,6411
DDoS-ICMP_Flood9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood9,Label,NeedManualLabel,6955
DDoS-HTTP_Flood-.pcap_Flow.csv,Flow-Based,DDoS,DDoS-HTTP-Flood,Label,NeedManualLabel,30000
DDoS-ICMP_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation,Label,NeedManualLabel,14479
DDoS-ICMP_Fragmentation1.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation1,Label,NeedManualLabel,17480
DDoS-ICMP_Fragmentation10.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation10,Label,NeedManualLabel,14420
DDoS-ICMP_Fragmentation11.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation11,Label,NeedManualLabel,11479
DDoS-ICMP_Fragmentation12.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation12,Label,NeedManualLabel,18026
DDoS-ICMP_Fragmentation13.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation13,Label,NeedManualLabel,12980
DDoS-ICMP_Fragmentation14.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation14,Label,NeedManualLabel,13411
DDoS-ICMP_Fragmentation15.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation15,Label,NeedManualLabel,9890
DDoS-ICMP_Fragmentation16.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation16,Label,NeedManualLabel,16489
DDoS-ICMP_Fragmentation17.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation17,Label,NeedManualLabel,30000
DDoS-ICMP_Fragmentation18.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation18,Label,NeedManualLabel,9106
DDoS-ICMP_Fragmentation19.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation19,Label,NeedManualLabel,10963
DDoS-ICMP_Fragmentation2.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation2,Label,NeedManualLabel,13462
DDoS-ICMP_Fragmentation3.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation3,Label,NeedManualLabel,23405
DDoS-ICMP_Fragmentation4.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation4,Label,NeedManualLabel,25593
DDoS-ICMP_Fragmentation5.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation5,Label,NeedManualLabel,10617
DDoS-ICMP_Fragmentation6.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation6,Label,NeedManualLabel,10138
DDoS-ICMP_Fragmentation7.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation7,Label,NeedManualLabel,14235
DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,Label,NeedManualLabel,12572
DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,Label,NeedManualLabel,20380
DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,Label,NeedManualLabel,30000
DoS-SYN_Flood1.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood1,Label,NeedManualLabel,30000
DoS-SYN_Flood2.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood2,Label,NeedManualLabel,30000
DoS-SYN_Flood3.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood3,Label,NeedManualLabel,30000
DoS-SYN_Flood4.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood4,Label,NeedManualLabel,30000
DoS-SYN_Flood5.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood5,Label,NeedManualLabel,30000
DoS-SYN_Flood6.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood6,Label,NeedManualLabel,30000
DoS-SYN_Flood7.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood7,Label,NeedManualLabel,30000
DoS-HTTP_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-HTTP-Flood,Label,NeedManualLabel,30000
DoS-HTTP_Flood1.pcap_Flow.csv,Flow-Based,DoS,DoS-HTTP-Flood1,Label,NeedManualLabel,30000
DoS-UDP_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood,Label,NeedManualLabel,30000
DoS-UDP_Flood10.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood10,Label,NeedManualLabel,30000
DoS-UDP_Flood11.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood11,Label,NeedManualLabel,30000
DoS-UDP_Flood12.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood12,Label,NeedManualLabel,30000
DoS-UDP_Flood13.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood13,Label,NeedManualLabel,30000
DoS-UDP_Flood14.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood14,Label,NeedManualLabel,30000
DoS-UDP_Flood15.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood15,Label,NeedManualLabel,30000
DoS-UDP_Flood16.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood16,Label,NeedManualLabel,30000
DoS-UDP_Flood3.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood3,Label,NeedManualLabel,30000
DoS-UDP_Flood4.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood4,Label,NeedManualLabel,30000
DoS-UDP_Flood5.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood5,Label,NeedManualLabel,30000
DoS-UDP_Flood6.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood6,Label,NeedManualLabel,30000
DoS-UDP_Flood7.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood7,Label,NeedManualLabel,30000
DoS-UDP_Flood8.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood8,Label,NeedManualLabel,30000
DoS-UDP_Flood9.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood9,Label,NeedManualLabel,30000
Mirai-greeth_flood.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood,Label,NeedManualLabel,5172
Mirai-greeth_flood1.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood1,Label,NeedManualLabel,10856
Mirai-greeth_flood10.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood10,Label,NeedManualLabel,8187
Mirai-greeth_flood11.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood11,Label,NeedManualLabel,8377
Mirai-greeth_flood12.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood12,Label,NeedManualLabel,6423
Mirai-greeth_flood13.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood13,Label,NeedManualLabel,10306
Mirai-greeth_flood14.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood14,Label,NeedManualLabel,2977
Mirai-greeth_flood15.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood15,Label,NeedManualLabel,3247
Mirai-greeth_flood16.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood16,Label,NeedManualLabel,4438
Mirai-greeth_flood17.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood17,Label,NeedManualLabel,2790
Mirai-greeth_flood18.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood18,Label,NeedManualLabel,3265
Mirai-greeth_flood19.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood19,Label,NeedManualLabel,3481
Mirai-greeth_flood2.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood2,Label,NeedManualLabel,4071
Mirai-greeth_flood20.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood20,Label,NeedManualLabel,4100
Mirai-greeth_flood21.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood21,Label,NeedManualLabel,4507
Mirai-greeth_flood22.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood22,Label,NeedManualLabel,6609
Mirai-greeth_flood23.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood23,Label,NeedManualLabel,4572
Mirai-greeth_flood24.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood24,Label,NeedManualLabel,2546
Mirai-greeth_flood25.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood25,Label,NeedManualLabel,2500
Mirai-greeth_flood26.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood26,Label,NeedManualLabel,5482
Mirai-greeth_flood27.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood27,Label,NeedManualLabel,7602
Mirai-greeth_flood28.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood28,Label,NeedManualLabel,8451
Mirai-greeth_flood3.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood3,Label,NeedManualLabel,4647
Mirai-greeth_flood4.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood4,Label,NeedManualLabel,9012
Mirai-greeth_flood5.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood5,Label,NeedManualLabel,3873
Mirai-greeth_flood6.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood6,Label,NeedManualLabel,11786
Mirai-greeth_flood7.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood7,Label,NeedManualLabel,7789
Mirai-greeth_flood8.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood8,Label,NeedManualLabel,5443
Mirai-greeth_flood9.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood9,Label,NeedManualLabel,12079
VulnerabilityScan.pcap_Flow.csv,Flow-Based,Recon,VulnerabilityScan,Label,NeedManualLabel,30000
MITM-ArpSpoofing.pcap_Flow.csv,Flow-Based,Spoofing,MITM-ArpSpoofing,Label,NeedManualLabel,30000
MITM-ArpSpoofing1.pcap_Flow.csv,Flow-Based,Spoofing,MITM-ArpSpoofing1,Label,NeedManualLabel,9349
DNS_Spoofing.pcap_Flow.csv,Flow-Based,Spoofing,DNS-Spoofing,Label,NeedManualLabel,30000
SqlInjection.pcap_Flow.csv,Flow-Based,Web-Based,SqlInjection,Label,NeedManualLabel,6603
Uploading_Attack.pcap_Flow.csv,Flow-Based,Web-Based,Uploading-Attack,Label,NeedManualLabel,1348
XSS.pcap_Flow.csv,Flow-Based,Web-Based,XSS,Label,NeedManualLabel,3377
BenignTraffic.csv,Packet-Based,Benign,BenignTraffic,port_class_dst,1,11990
BenignTraffic.csv,Packet-Based,Benign,BenignTraffic,port_class_dst,3,9290
BenignTraffic.csv,Packet-Based,Benign,BenignTraffic,port_class_dst,2,8054
BenignTraffic.csv,Packet-Based,Benign,BenignTraffic,port_class_dst,0,666
BenignTraffic1.csv,Packet-Based,Benign,BenignTraffic1,port_class_dst,2,13623
BenignTraffic1.csv,Packet-Based,Benign,BenignTraffic1,port_class_dst,1,13127
BenignTraffic1.csv,Packet-Based,Benign,BenignTraffic1,port_class_dst,3,3022
BenignTraffic1.csv,Packet-Based,Benign,BenignTraffic1,port_class_dst,0,228
BenignTraffic2.csv,Packet-Based,Benign,BenignTraffic2,port_class_dst,2,13254
BenignTraffic2.csv,Packet-Based,Benign,BenignTraffic2,port_class_dst,1,12307
BenignTraffic2.csv,Packet-Based,Benign,BenignTraffic2,port_class_dst,3,4158
BenignTraffic2.csv,Packet-Based,Benign,BenignTraffic2,port_class_dst,0,281
BenignTraffic3.csv,Packet-Based,Benign,BenignTraffic3,port_class_dst,1,13166
BenignTraffic3.csv,Packet-Based,Benign,BenignTraffic3,port_class_dst,3,9915
BenignTraffic3.csv,Packet-Based,Benign,BenignTraffic3,port_class_dst,2,6732
BenignTraffic3.csv,Packet-Based,Benign,BenignTraffic3,port_class_dst,0,187
DictionaryBruteForce.csv,Packet-Based,Brute Force,DictionaryBruteForce,port_class_dst,2,10987
DictionaryBruteForce.csv,Packet-Based,Brute Force,DictionaryBruteForce,port_class_dst,1,9855
DictionaryBruteForce.csv,Packet-Based,Brute Force,DictionaryBruteForce,port_class_dst,3,8464
DictionaryBruteForce.csv,Packet-Based,Brute Force,DictionaryBruteForce,port_class_dst,0,694
DDoS-ACK_Fragmentation.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation,port_class_dst,0,15706
DDoS-ACK_Fragmentation.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation,port_class_dst,1,12942
DDoS-ACK_Fragmentation.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation,port_class_dst,2,964
DDoS-ACK_Fragmentation.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation,port_class_dst,3,388
DDoS-ACK_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation1,port_class_dst,2,14832
DDoS-ACK_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation1,port_class_dst,0,14161
DDoS-ACK_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation1,port_class_dst,3,535
DDoS-ACK_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation1,port_class_dst,1,472
DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,port_class_dst,2,14981
DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,port_class_dst,0,14598
DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,port_class_dst,3,256
DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,port_class_dst,1,165
DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,port_class_dst,2,14923
DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,port_class_dst,0,11686
DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,port_class_dst,3,1869
DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,port_class_dst,1,1522
DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,port_class_dst,0,14774
DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,port_class_dst,3,14741
